Hour,Temperature,Energy_production_DC_35,Energy_production_AC_35,Rad_onto_module_area_35,Energy_production_DC_45,Energy_production_AC_45,Rad_onto_module_area_45
174,-0.4,0,0,0,0,0,0
175,-0.6,0,0,0,0,0,0
176,-0.6,6,0.3,36,6,0.2,35
177,-0.3,117,54,590,111,50,565
178,0.2,357,261,"1,706",341,246,"1,633"
179,0.7,575,471,"2,690",549,446,"2,575"
180,1.2,759,653,"3,505",725,619,"3,357"
181,1.5,743,637,"3,436",710,604,"3,291"
182,1.7,820,714,"3,780",802,695,"3,698"
183,1.6,407,309,"1,942",389,291,"1,860"
184,1.2,28,5,156,27,4,149
185,0.9,0,0,0,0,0,0
186,0.5,0,0,0,0,0,0
187,0.2,0,0,0,0,0,0
188,-0.1,0,0,0,0,0,0
189,-0.5,0,0,0,0,0,0
190,-0.8,0,0,0,0,0,0
191,-1.2,0,0,0,0,0,0
192,-1.4,0,0,0,0,0,0
193,-1.7,0,0,0,0,0,0
194,-2,0,0,0,0,0,0
195,-2.2,0,0,0,0,0,0
196,-2.3,0,0,0,0,0,0
197,-2.5,0,0,0,0,0,0
198,-2.6,0,0,0,0,0,0
199,-2.7,0,0,0,0,0,0
200,-2.6,13,1,72,12,1,69
201,-2.2,172,96,848,164,90,812
202,-1.6,402,304,"1,905",384,287,"1,823"
203,-1.3,441,340,"2,078",421,321,"1,989"
204,-1,535,431,"2,500",510,408,"2,392"
205,0.04,"2,439","2,346","10,643","2,578","2,487","11,223"
206,0.4,"1,270","1,166","5,716","1,294","1,190","5,819"
207,0.3,717,611,"3,315",735,629,"3,393"
208,-0.2,29,5,156,27,4,149
209,-0.5,0,0,0,0,0,0
210,-0.8,0,0,0,0,0,0
211,-1.1,0,0,0,0,0,0
212,-1.3,0,0,0,0,0,0
213,-1.5,0,0,0,0,0,0
214,-1.8,0,0,0,0,0,0
215,-2.1,0,0,0,0,0,0
216,-2.3,0,0,0,0,0,0
217,-2.6,0,0,0,0,0,0
218,-2.7,0,0,0,0,0,0
219,-2.8,0,0,0,0,0,0
220,-2.9,0,0,0,0,0,0
221,-3,0,0,0,0,0,0
222,-3.1,0,0,0,0,0,0
223,-3.1,0,0,0,0,0,0
224,-3,12,1,68,11,1,65
225,-2.4,210,128,"1,028",201,120,984
226,-1.4,551,447,"2,568",526,423,"2,459"
227,-1,553,449,"2,582",528,425,"2,471"
228,-0.6,599,495,"2,788",572,468,"2,668"
229,1.3,"5,165","5,085","21,858","5,651","5,570","23,830"
230,2,"3,744","3,661","16,083","4,147","4,066","17,733"
231,2.1,"2,544","2,452","11,123","2,870","2,781","12,478"
232,1.2,21,3,118,20,3,113
233,0.9,0,0,0,0,0,0
234,0.6,0,0,0,0,0,0
235,0.2,0,0,0,0,0,0
236,-0.1,0,0,0,0,0,0
237,-0.4,0,0,0,0,0,0
238,-0.7,0,0,0,0,0,0
239,-1,0,0,0,0,0,0
240,-1.4,0,0,0,0,0,0
241,-1.8,0,0,0,0,0,0
242,-2.1,0,0,0,0,0,0
243,-2.3,0,0,0,0,0,0
244,-2.5,0,0,0,0,0,0
245,-2.6,0,0,0,0,0,0
246,-2.7,0,0,0,0,0,0
247,-2.8,0,0,0,0,0,0
248,-2.6,20,2,110,19,2,106
249,-0.8,"1,109","1,003","5,005","1,196","1,091","5,382"
250,0.8,"1,958","1,860","8,640","2,079","1,983","9,152"
251,2.7,"4,089","4,008","17,546","4,477","4,396","19,138"
252,4.1,"4,071","3,990","17,527","4,405","4,324","18,900"
253,5.5,"6,351","6,267","26,981","7,024","6,935","29,734"
254,6.1,"5,435","5,355","23,224","6,092","6,009","25,913"
255,5.9,"4,176","4,095","18,027","4,768","4,688","20,467"
256,4.4,74,26,386,70,24,369
257,3.6,0,0,0,0,0,0
258,2.8,0,0,0,0,0,0
259,2,0,0,0,0,0,0
260,1.2,0,0,0,0,0,0
261,0.4,0,0,0,0,0,0
262,-0.4,0,0,0,0,0,0
263,-1.2,0,0,0,0,0,0
264,-2.2,0,0,0,0,0,0
265,-3.4,0,0,0,0,0,0
266,-4.6,0,0,0,0,0,0
267,-5.3,0,0,0,0,0,0
268,-6,0,0,0,0,0,0
269,-6.8,0,0,0,0,0,0
270,-7.3,0,0,0,0,0,0
271,-7.9,0,0,0,0,0,0
272,-8,28,5,150,27,4,144
273,-6.9,"3,334","3,249","14,126","3,823","3,741","16,103"
274,-5.9,"5,258","5,178","21,909","5,906","5,824","24,498"
275,-5.1,"6,341","6,257","26,290","7,052","6,963","29,127"
276,-4.5,"7,029","6,939","29,061","7,800","7,702","32,133"
277,-4.3,"6,820","6,732","28,239","7,582","7,487","31,279"
278,-4.4,"5,321","5,241","22,234","5,957","5,875","24,784"
279,-5.1,"3,598","3,514","15,258","4,098","4,017","17,284"
280,-6.2,74,26,377,70,24,361
281,-6.9,0,0,0,0,0,0
282,-7.5,0,0,0,0,0,0
283,-8.1,0,0,0,0,0,0
284,-8.8,0,0,0,0,0,0
285,-9.4,0,0,0,0,0,0
286,-8.8,0,0,0,0,0,0
287,-8.8,0,0,0,0,0,0
288,-8.7,0,0,0,0,0,0
289,-8.6,0,0,0,0,0,0
290,-8.4,0,0,0,0,0,0
291,-8.3,0,0,0,0,0,0
292,-8.2,0,0,0,0,0,0
293,-8.1,0,0,0,0,0,0
294,-8,0,0,0,0,0,0
295,-7.9,0,0,0,0,0,0
296,-7.7,19,2,102,18,2,98
297,-6,652,546,"2,984",671,565,"3,066"
298,-3.8,"2,050","1,953","8,935","2,188","2,093","9,510"
299,-2.4,"1,888","1,789","8,286","1,946","1,848","8,532"
300,-1.6,"1,730","1,629","7,637","1,767","1,668","7,797"
301,-0.1,"4,621","4,541","19,614","5,044","4,964","21,335"
302,0.8,"4,706","4,626","20,007","5,218","5,138","22,091"
303,1,"3,824","3,741","16,404","4,317","4,237","18,427"
304,-0.3,145,75,724,139,70,696
305,-0.5,0,0,0,0,0,0
306,-0.6,0,0,0,0,0,0
307,-0.8,0,0,0,0,0,0
308,-0.9,0,0,0,0,0,0
309,-1.1,0,0,0,0,0,0
310,-1.2,0,0,0,0,0,0
311,-1.3,0,0,0,0,0,0
312,-1.7,0,0,0,0,0,0
313,-2,0,0,0,0,0,0
314,-2.4,0,0,0,0,0,0
315,-2.6,0,0,0,0,0,0
316,-2.8,0,0,0,0,0,0
317,-3,0,0,0,0,0,0
318,-3.1,0,0,0,0,0,0
319,-3.3,0,0,0,0,0,0
320,-3.3,13,1,73,12,1,70
321,-3.2,113,51,568,108,48,546
322,-3,239,153,"1,160",230,145,"1,115"
323,-2.9,326,232,"1,556",313,220,"1,496"
324,-2.9,339,244,"1,616",325,231,"1,553"
325,-2.8,306,213,"1,464",293,202,"1,408"
326,-2.9,242,155,"1,171",232,147,"1,126"
327,-3,165,91,816,158,85,784
328,-3.1,26,4,140,25,4,134
329,-3.3,0,0,0,0,0,0
330,-3.5,0,0,0,0,0,0
331,-3.9,0,0,0,0,0,0
332,-4.2,0,0,0,0,0,0
333,-4.7,0,0,0,0,0,0
334,-4.6,0,0,0,0,0,0
335,-4.8,0,0,0,0,0,0
336,-5,0,0,0,0,0,0
337,-5.2,0,0,0,0,0,0
338,-5.4,0,0,0,0,0,0
339,-5.6,0,0,0,0,0,0
340,-5.7,0,0,0,0,0,0
341,-5.9,0,0,0,0,0,0
342,-6,0,0,0,0,0,0
343,-6.1,0,0,0,0,0,0
344,-6.1,9,1,53,9,1,51
345,-6.1,156,84,769,151,79,742
346,-5.5,278,188,"1,329",268,178,"1,282"
347,-5.2,393,295,"1,849",378,281,"1,783"
348,-4.9,530,427,"2,459",510,408,"2,372"
349,-4.8,502,399,"2,334",483,381,"2,251"
350,-4.7,412,313,"1,937",397,299,"1,868"
351,-4.9,250,162,"1,202",240,154,"1,159"
352,-5.2,30,5,163,29,5,157
353,-5.2,0,0,0,0,0,0
354,-5,0,0,0,0,0,0
355,-4.9,0,0,0,0,0,0
356,-4.7,0,0,0,0,0,0
357,-4.6,0,0,0,0,0,0
358,-4.5,0,0,0,0,0,0
359,-4.4,0,0,0,0,0,0
360,-4.7,0,0,0,0,0,0
361,-4.1,0,0,0,0,0,0
362,-3.9,0,0,0,0,0,0
363,-3.8,0,0,0,0,0,0
364,-3.7,0,0,0,0,0,0
365,-3.7,0,0,0,0,0,0
366,-3.7,0,0,0,0,0,0
367,-3.5,0,0,0,0,0,0
368,-3.2,14,1,78,13,1,76
369,-2.7,117,54,588,113,51,568
370,-2.2,229,145,"1,116",221,138,"1,078"
371,-1.8,301,209,"1,445",290,199,"1,396"
372,-1.5,339,244,"1,621",327,233,"1,566"
373,-1.4,313,220,"1,502",302,210,"1,452"
374,-1.2,256,168,"1,243",247,160,"1,201"
375,-1.3,155,82,770,149,78,744
376,-1.5,29,5,157,28,5,152
377,-1.7,0,0,0,0,0,0
378,-1.8,0,0,0,0,0,0
379,-1.9,0,0,0,0,0,0
380,-2.2,0,0,0,0,0,0
381,-2.2,0,0,0,0,0,0
382,-2.3,0,0,0,0,0,0
383,-2.4,0,0,0,0,0,0
384,-2.8,0,0,0,0,0,0
385,-3.2,0,0,0,0,0,0
386,-3.6,0,0,0,0,0,0
387,-3.8,0,0,0,0,0,0
388,-4,0,0,0,0,0,0
389,-4.2,0,0,0,0,0,0
390,-4.3,0,0,0,0,0,0
391,-4.5,0,0,0,0,0,0
392,-4.3,30,5,162,29,5,157
393,-2.1,"1,966","1,868","8,619","2,210","2,114","9,637"
394,-0.3,"2,241","2,146","9,810","2,397","2,303","10,460"
395,1.3,"3,063","2,975","13,267","3,272","3,186","14,135"
396,3.2,"5,638","5,557","23,921","6,190","6,107","26,170"
397,4.5,"6,302","6,218","26,699","6,984","6,895","29,480"
398,4.9,"5,037","4,958","21,533","5,614","5,534","23,897"
399,4.8,"4,080","3,998","17,590","4,587","4,507","19,680"
400,3.3,328,234,"1,587",359,263,"1,730"
401,2.9,0,0,0,0,0,0
402,2.4,0,0,0,0,0,0
403,2,0,0,0,0,0,0
404,1.6,0,0,0,0,0,0
405,1.2,0,0,0,0,0,0
406,0.8,0,0,0,0,0,0
407,0.4,0,0,0,0,0,0
408,0.1,0,0,0,0,0,0
409,-0.3,0,0,0,0,0,0
410,-0.6,0,0,0,0,0,0
411,-0.7,0,0,0,0,0,0
412,-0.9,0,0,0,0,0,0
413,-1,0,0,0,0,0,0
414,-1.1,0,0,0,0,0,0
415,-1.2,0,0,0,0,0,0
416,-0.5,118,54,594,114,52,575
417,1.5,"2,928","2,839","12,718","3,334","3,248","14,402"
418,3.5,"4,261","4,180","18,296","4,739","4,659","20,258"
419,6.1,"7,192","7,101","30,429","7,915","7,815","33,380"
420,7.3,"5,833","5,752","24,942","6,399","6,314","27,265"
421,7.6,"4,053","3,971","17,604","4,387","4,307","18,993"
422,6.2,508,406,"2,421",491,389,"2,344"
423,4.8,201,120,"1,001",195,115,969
424,3.5,26,4,146,26,4,142
425,3.5,0,0,0,0,0,0
426,3.4,0,0,0,0,0,0
427,3.4,0,0,0,0,0,0
428,3.3,0,0,0,0,0,0
429,3.2,0,0,0,0,0,0
430,3.2,0,0,0,0,0,0
431,3.1,0,0,0,0,0,0
432,2.9,0,0,0,0,0,0
433,2.8,0,0,0,0,0,0
434,2.5,0,0,0,0,0,0
435,2.5,0,0,0,0,0,0
436,2.5,0,0,0,0,0,0
437,2.4,0,0,0,0,0,0
438,2.4,0,0,0,0,0,0
439,2.3,0,0,0,0,0,0
440,2.5,16,2,89,15,1,86
441,2.9,133,66,675,129,62,653
442,3.4,256,168,"1,254",247,160,"1,213"
443,3.6,295,203,"1,435",285,194,"1,389"
444,3.8,241,155,"1,185",233,148,"1,147"
445,6,"4,512","4,432","19,417","4,900","4,820","21,014"
446,7.1,"4,024","3,943","17,450","4,430","4,349","19,131"
447,7.5,"2,673","2,582","11,812","2,985","2,897","13,126"
448,7,"1,375","1,271","6,257","1,615","1,513","7,292"
449,6.2,0,0,0,0,0,0
450,6.1,0,0,0,0,0,0
451,5.9,0,0,0,0,0,0
452,5.8,0,0,0,0,0,0
453,5.7,0,0,0,0,0,0
454,5.5,0,0,0,0,0,0
455,5.4,0,0,0,0,0,0
456,5.1,0,0,0,0,0,0
457,4.8,0,0,0,0,0,0
458,4.5,0,0,0,0,0,0
459,4.4,0,0,0,0,0,0
460,4.2,0,0,0,0,0,0
461,4.1,0,0,0,0,0,0
462,4,0,0,0,0,0,0
463,3.8,0,0,0,0,0,0
464,3.8,14,1,81,14,1,78
465,3.9,78,28,408,76,27,395
466,3.9,149,78,754,144,74,729
467,4,207,125,"1,024",199,119,990
468,4,219,135,"1,081",211,129,"1,046"
469,3.9,204,122,"1,010",197,116,977
470,3.9,162,88,815,157,84,788
471,3.7,106,46,544,102,44,526
472,3.8,33,6,179,32,6,173
473,3.5,0,0,0,0,0,0
474,3.2,0,0,0,0,0,0
475,2.7,0,0,0,0,0,0
476,3.3,0,0,0,0,0,0
477,3.5,0,0,0,0,0,0
478,3.5,0,0,0,0,0,0
479,3.5,0,0,0,0,0,0
480,3.7,0,0,0,0,0,0
481,3.8,0,0,0,0,0,0
482,4,0,0,0,0,0,0
483,4.1,0,0,0,0,0,0
484,4.2,0,0,0,0,0,0
485,4.3,0,0,0,0,0,0
486,4.4,0,0,0,0,0,0
487,4.4,0,0,0,0,0,0
488,4.6,17,2,96,16,2,93
489,5.7,286,196,"1,402",276,186,"1,355"
490,6.7,546,442,"2,594",527,424,"2,507"
491,7.6,701,595,"3,297",676,571,"3,187"
492,8.3,792,686,"3,708",764,658,"3,585"
493,8.7,755,649,"3,546",728,622,"3,428"
494,8.8,600,496,"2,853",579,475,"2,757"
495,8.6,348,253,"1,701",336,241,"1,643"
496,8.1,125,59,641,120,56,619
497,7.5,0,0,0,0,0,0
498,7.5,0,0,0,0,0,0
499,7.5,0,0,0,0,0,0
500,7.5,0,0,0,0,0,0
501,7.5,0,0,0,0,0,0
502,7.5,0,0,0,0,0,0
503,7.3,0,0,0,0,0,0
504,7.3,0,0,0,0,0,0
505,6.7,0,0,0,0,0,0
506,6.8,0,0,0,0,0,0
507,7,0,0,0,0,0,0
508,6.9,0,0,0,0,0,0
509,6.8,0,0,0,0,0,0
510,6.8,0,0,0,0,0,0
511,6.7,0,0,0,0,0,0
512,6.8,16,2,94,16,2,90
513,7,86,33,450,83,31,434
514,7,155,83,787,150,78,759
515,7.2,207,126,"1,036",200,119,999
516,7.4,229,145,"1,141",221,137,"1,101"
517,7.5,218,135,"1,088",210,128,"1,050"
518,7.4,177,101,894,171,95,862
519,7.4,112,50,578,108,48,558
520,7.2,37,8,202,36,7,195
521,7.1,0,0,0,0,0,0
522,7,0,0,0,0,0,0
523,6.8,0,0,0,0,0,0
524,6.7,0,0,0,0,0,0
525,6.5,0,0,0,0,0,0
526,6.3,0,0,0,0,0,0
527,6.2,0,0,0,0,0,0
528,5.5,0,0,0,0,0,0
529,4.9,0,0,0,0,0,0
530,4.3,0,0,0,0,0,0
531,3.9,0,0,0,0,0,0
532,3.6,0,0,0,0,0,0
533,3.2,0,0,0,0,0,0
534,3,0,0,0,0,0,0
535,2.7,0,0,0,0,0,0
536,2.8,24,3,132,23,3,127
537,3.8,585,481,"2,754",581,477,"2,736"
538,4.2,616,512,"2,896",593,489,"2,794"
539,5,"1,275","1,170","5,796","1,263","1,158","5,744"
540,5.2,867,761,"4,017",835,729,"3,875"
541,5.2,676,570,"3,169",650,545,"3,055"
542,5.1,569,465,"2,687",547,444,"2,591"
543,5,677,571,"3,170",666,561,"3,123"
544,4.6,140,71,708,134,67,682
545,4.1,0,0,0,0,0,0
546,3.4,0,0,0,0,0,0
547,2.8,0,0,0,0,0,0
548,2.1,0,0,0,0,0,0
549,1.5,0,0,0,0,0,0
550,0.8,0,0,0,0,0,0
551,0.2,0,0,0,0,0,0
552,-0.9,0,0,0,0,0,0
553,-2.1,0,0,0,0,0,0
554,-3.2,0,0,0,0,0,0
555,-3.9,0,0,0,0,0,0
556,-4.5,0,0,0,0,0,0
557,-5.2,0,0,0,0,0,0
558,-5.6,0,0,0,0,0,0
559,-6.1,0,0,0,0,0,0
560,-5.7,81,30,411,78,28,396
561,-3.1,"3,419","3,334","14,601","3,876","3,794","16,467"
562,-0.8,"5,329","5,249","22,475","5,935","5,853","24,925"
563,0.9,"5,848","5,766","24,673","6,436","6,351","27,059"
564,2.1,"6,135","6,052","25,914","6,716","6,629","28,278"
565,2.8,"6,085","6,002","25,752","6,685","6,598","28,196"
566,3,"5,592","5,512","23,751","6,194","6,111","26,207"
567,2.5,"4,217","4,136","18,082","4,742","4,662","20,238"
568,1.1,"2,023","1,926","8,926","2,355","2,261","10,319"
569,-0.5,0.3,0.001,2,0.3,0.001,2
570,-1.1,0,0,0,0,0,0
571,-1.6,0,0,0,0,0,0
572,-2.1,0,0,0,0,0,0
573,-2.7,0,0,0,0,0,0
574,-3.2,0,0,0,0,0,0
575,-3.8,0,0,0,0,0,0
576,-3.9,0,0,0,0,0,0
577,-3.9,0,0,0,0,0,0
578,-4,0,0,0,0,0,0
579,-4,0,0,0,0,0,0
580,-3.9,0,0,0,0,0,0
581,-3.9,0,0,0,0,0,0
582,-3.9,0,0,0,0,0,0
583,-3.9,0,0,0,0,0,0
584,-3.3,89,35,453,85,33,437
585,-0.2,"3,378","3,293","14,527","3,772","3,690","16,149"
586,1.7,"3,920","3,838","16,830","4,290","4,209","18,349"
587,2,"1,728","1,628","7,697","1,780","1,681","7,918"
588,4.4,"7,175","7,084","30,295","7,783","7,686","32,779"
589,4.1,"2,043","1,946","9,074","2,135","2,039","9,464"
590,2.6,202,121,998,194,114,962
591,1.4,170,94,845,163,89,815
592,0.4,46,12,247,45,11,238
593,-0.4,1,0.005,6,1,0.005,5
594,-0.1,0,0,0,0,0,0
595,0.1,0,0,0,0,0,0
596,0.4,0,0,0,0,0,0
597,0.7,0,0,0,0,0,0
598,1,0,0,0,0,0,0
599,1.3,0,0,0,0,0,0
600,1.1,0,0,0,0,0,0
601,0.9,0,0,0,0,0,0
602,0.7,0,0,0,0,0,0
603,0.6,0,0,0,0,0,0
604,0.5,0,0,0,0,0,0
605,0.5,0,0,0,0,0,0
606,0.4,0,0,0,0,0,0
607,0.4,0,0,0,0,0,0
608,1.1,92,37,472,88,34,454
609,4.6,"3,062","2,975","13,374","3,426","3,341","14,890"
610,7.2,"4,121","4,039","17,878","4,535","4,455","19,600"
611,9.6,"5,332","5,252","23,030","5,835","5,754","25,116"
612,11.2,"5,263","5,183","22,818","5,714","5,633","24,694"
613,12.6,"6,145","6,062","26,585","6,712","6,625","28,949"
614,12.8,"4,264","4,183","18,714","4,656","4,576","20,363"
615,12.5,"4,192","4,111","18,395","4,700","4,620","20,530"
616,10.9,"2,056","1,959","9,270","2,387","2,294","10,690"
617,9,1,0.004,5,1,0.004,5
618,8.7,0,0,0,0,0,0
619,8.4,0,0,0,0,0,0
620,8.1,0,0,0,0,0,0
621,7.8,0,0,0,0,0,0
622,7.5,0,0,0,0,0,0
623,7.3,0,0,0,0,0,0
624,6.9,0,0,0,0,0,0
625,6.5,0,0,0,0,0,0
626,6.1,0,0,0,0,0,0
627,5.9,0,0,0,0,0,0
628,5.7,0,0,0,0,0,0
629,5.5,0,0,0,0,0,0
630,5.3,0,0,0,0,0,0
631,5.2,0,0,0,0,0,0
632,5.2,19,2,106,18,2,102
633,5.5,171,96,860,164,90,826
634,5.4,319,226,"1,554",306,213,"1,492"
635,6,427,327,"2,049",409,310,"1,968"
636,6.2,494,392,"2,355",473,372,"2,262"
637,6.2,457,356,"2,186",437,337,"2,099"
638,6.2,372,275,"1,800",357,261,"1,729"
639,6.2,240,154,"1,189",230,146,"1,142"
640,6,95,39,490,91,36,471
641,5.8,1,0.02,10,1,0.01,9
642,5.4,0,0,0,0,0,0
643,5.1,0,0,0,0,0,0
644,4.7,0,0,0,0,0,0
645,4.4,0,0,0,0,0,0
646,4,0,0,0,0,0,0
647,3.7,0,0,0,0,0,0
648,2.7,0,0,0,0,0,0
649,1.6,0,0,0,0,0,0
650,0.5,0,0,0,0,0,0
651,-0.1,0,0,0,0,0,0
652,-0.7,0,0,0,0,0,0
653,-1.3,0,0,0,0,0,0
654,-1.8,0,0,0,0,0,0
655,-2.2,0,0,0,0,0,0
656,-1.7,106,46,535,101,43,513
